artifact_name,countr_of_origin,acquisition_date,created_date,description,continent
Vacuum tube,United Kingdom,1966,1923,"TUBE: GLASS, METAL/ HOLDER: METAL, SYNTHETIC/ CARTON: CARDSTOCK, METAL STAPLES/ PACKING: FIBRE (?)",EU
Vacuum tube,United Kingdom,1966,1923,GLASS/ METAL,EU
Vacuum tube,United Kingdom,1966,1940,"TUBE: GLASS, METAL, SYNTHETIC, WITH PAPER LABEL/ BOX: CARDSTOCK",EU
Vacuum tube,Canada,1966,1926,"TUBE: GLASS, METAL, SYNTHETIC/ CARTON: CARDSTOCK",NA
Vacuum tube,Canada,1966,1922,GLASS/ SYNTHETIC/ METAL,NA
Vacuum tube,United States of America,1966,1930,GLASS/ METAL/ SYNTHETIC,NA
Vacuum tube,Canada,1966,1944,GLASS; METAL; SYNTHETIC,NA
Vacuum tube,Canada,1966,1939,GLASS/ SYNTHETIC/ METAL,NA
Vacuum tube,United Kingdom,1966,1923,GLASS/ SYNTHETIC/ METAL,EU
Vacuum tube,United Kingdom,1966,1924,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1966,1924,GLASS/ METAL/ SYNTHETIC/ PAPER,EU
Vacuum tube,United Kingdom,1966,1919,GLASS/ METAL,EU
Vacuum tube,United Kingdom,1966,1916,GLASS/ METAL,EU
Vacuum tube,United States of America,1966,1925,GLASS; METAL BASE; METAL & SYNTHETIC WORKING PARTS,NA
Vacuum tube,United States of America,1966,1936,GLASS/ METAL/ SYNTHETIC/ PAPER,NA
Vacuum tube,United Kingdom,1966,1923,"TUBE: GLASS, METAL, SYNTHETIC/ CARTON: CARDSTOCK",EU
Vacuum tube,United Kingdom,1966,1923,"TUBE: GLASS, SYNTHETIC, METAL/ CARTON: CARDSTOCK",EU
Vacuum tube,Canada,1966,1938,GLASS/ METAL/ CERAMIC/ SYNTHETIC,NA
Vacuum tube,United States of America,1966,1940,GLASS/ METAL/ CERAMIC/ SYNTHETIC,NA
Vacuum tube,United Kingdom,1966,1923,GLASS/ SYNTHETIC/ METAL,EU
Vacuum tube,United Kingdom,1966,1922,GLASS/ SYNTHETIC/ METAL/ PAPER LABEL,EU
Vacuum tube,United Kingdom,1966,1925,GLASS/ SYNTHETIC/ METAL/ PAPER LABEL,EU
Vacuum tube,Canada,1966,1933,GLASS/ SYNTHETIC/ METAL/ CARDSTOCK CARTON,NA
Vacuum tube,United Kingdom,1966,1936,GLASS/ SYNTHETIC/ METAL/ CARDSTOCK BOX,EU
Vacuum tube,United Kingdom,1966,1936,GLASS/ SYNTHETIC/ METAL,EU
Vacuum tube,United Kingdom,1966,1939,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,EU
Vacuum tube,United Kingdom,1966,1940,GLASS/ SYNTHETIC/ METAL,EU
Vacuum tube,Netherlands,1966,1953,GLASS/ METAL/ SYNTHETIC/ PAPER,EU
Vacuum tube,United States of America,1966,1959,TUBE: GLASS/ METAL/ SYNTHETIC/ CARTON: CARDSTOCK,NA
Vacuum tube,Canada,1966,1940,TUBE: GLASS/ METAL/ SYNTHETIC/ CARTON: PAPER,NA
Vacuum tube,United Kingdom,1966,1943,TUBE: GLASS/ METAL/ SYNTHETIC/ CARTON: CARDSTOCK,EU
Vacuum tube,United Kingdom,1966,1940,GLASS/ SYNTHETIC/ METAL,EU
Vacuum tube,United States of America,1966,1940,GLASS/ METAL/ SYNTHETIC,NA
Vacuum tube,United Kingdom,1966,1927,"TUBE: GLASS, SYNTHETIC, METAL, PAPER LABEL/ CARTON: PAPER",EU
Vacuum tube,United Kingdom,1966,1925,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,Canada,1966,1929,"TUBE: GLASS; METAL, SYNTHETIC/ CARTON: CARDSTOCK",NA
Vacuum tube,Canada,1966,1940,"TUBE: GLASS, SYNTHETIC, METAL",NA
Handset,Canada,1966,1968,SYNTHETIC & METAL,NA
"Oven, laboratory",United Kingdom,1966,1914,Copper body/ brass fittings/ glass tube,EU
Gyroscope,Canada,1966,1959,ALUMINUM,NA
Radiography machine model,Canada,1966,1950,WOOD; ALUMINUM; STEEL; RUBBER,NA
Clock,United States of America,1966,1910,"WOODEN CASE WITH METAL HARDWARE (POSSIBLY OAK); GLASS DOOR; METAL FACE; HANDS & WORKING PARTS - COPPER, IRON, BRASS; 'FELT' DOOR PADDING",NA
Transmission display,United States of America,1966,1951,ALL METAL CONSTRUCTION/ WOOD & PLEXIGLASS DISPLAY CASE,NA
Engine display,Canada,1966,1962,"ALL METAL CONSTRUCTION. DISPLAY CASE HAS PLEXIGLASS & METAL TOP (INCORPORATING OVERHEAD LIGHTING UNIT), WOODEN BASE HAS METAL & SYNTHETICFINISH PANELS.",NA
Vacuum tube,Canada,1966,1930,"TUBE: GLASS ENVELOPE, BRASS SHELL & PINS, CERAMIC PLUG, METAL & SYNTHETIC WORKING PARTS/ CARTON: CARDSTOCK",NA
Vacuum tube,Germany,1966,1929,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,Germany,1966,1929,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,Germany,1966,1930,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1966,1940,TUBE: GLASS & METAL/ CARTON: CARDSTOCK,EU
Vacuum tube,United Kingdom,1966,1931,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1966,1963,GLASS/ METAL/ SYNTHETIC/ CARDSTOCK,EU
Vacuum tube,United Kingdom,1966,1938,GLASS/ METAL/ SYNTHETIC/ PAPER,EU
Vacuum tube,United Kingdom,1966,1930,GLASS/ SYNTHETIC/ METAL,EU
Vacuum tube,Germany,1966,1945,"GLASS, METAL, CARDSTOCK",EU
Vacuum tube,United States of America,1966,1960,GLASS/ METAL/ CARDSTOCK,NA
Vacuum tube,United States of America,1966,1960,GLASS/ METAL/ CARDSTOCK,NA
Vacuum tube,United States of America,1966,1960,GLASS/ METAL/ CARDSTOCK,NA
Vacuum tube,United Kingdom,1966,1929,GLASS/ SYNTHETIC/ METAL/ PAPER,EU
"Arrester, lightning",United States of America,1966,1920,"GLASS, CERAMIC, CARBON, METAL",NA
Resistor,United States of America,1966,1938,GLASS/ SYNTHETIC/ METAL/ PAPER,NA
Form collection,Canada,1966,1925,ALL PAPER &INK,NA
Archival collection,Canada,1966,1908,"PAPER, INK & CARDSTOCK.",NA
Timetable,Canada,1966,1890,PAPER & INK.,NA
Timetable,Canada,1966,1890,PAPER & INK.,NA
Photograph,Canada,1966,1886,PHOTOGRAPHIC PAPER/ CARDBOARD BACKING,NA
Horn,Hong Kong,1966,1965,FERROUS METAL/ SYNTHETIC WIRE COVERING,AS
Speaker,United States of America,1966,1972,HORN: PRESSED ALUMINUM BELLS & THREADED DRIVER MOUNT. STEEL MOUNTING BRACKET & HARDWARE,NA
Amplifier,United States of America,1966,1977,"SHEET METAL CASE; CONTAINS POWER TRANSFORMER, OUTPUT TRANSFORMER, DIODES, CAPACITORS, FIXED & VARIABLE RESISTORS,CIRCUIT BOARD, CONNECTORS,POWER CORD & PLUG, CIRCUIT BREAKER,KNOBS, WIRING & MISC. HARDWARE; 1 PLASTIC FOOT",NA
Microphone,United States of America,1966,1977,METAL BASE AND HEAD; SYNTHETIC CORD AND PLATES,NA
"Toaster, sandwich",Canada,1966,1940,"ALL METAL CONSTRUCTION, SAVE WOODEN HANDLES AND GLASS COVER OVER TEMPERATURE GAUGE.",NA
Laser optical block,Japan,1966,1986,METAL & SYNTHETIC COMPONENTS.,AS
Laser optical block,Japan,1966,1990,METAL & SYNTHETIC CONSTRUCTION.,AS
"Box, medicine",Canada,1966,1942,"Paper and card stock box, metal (tin?) stopper.",NA
"Helmet, flying",United Kingdom,1966,1940,CLOTH/ LEATHER/ RUBBER/ PLASTIC/ METAL,EU
Maul,Canada,1966,1950,WOODEN HANDLE/ CAST IRON HEAD,NA
Glass specimen,Canada,1966,1941,WOODEN BASE; GLASS,NA
Glass specimen,Canada,196,1941,WOODEN BASE; GLASS,NA,NA
Motor,Canada,1966,1935,IRON AND OTHER METAL,NA
"Cabinet, slide",United States of America,1966,1945,Metal cabinet. Metal slide racks. Plastic light diffusion screen with metal frame.,NA
Form,Canada,1966,1954,PAPER,NA
Form,Canada,1966,1960,PAPER,NA
Form,Canada,1966,1960,PAPER,NA
Form,Canada,1966,1957,PAPER,NA
Form,Canada,1966,1925,PAPER,NA
Form,Canada,1966,1925,PAPER,NA
Form,Canada,1966,1925,PAPER,NA
Form,Canada,1966,1960,PAPER,NA
Form,Canada,1966,1959,PAPER,NA
Form,Canada,1966,1929,PAPER,NA
Form,Canada,1966,1929,PAPER,NA
Form,Canada,1966,1929,PAPER,NA
Form,Canada,1966,1962,PAPER,NA
Calculator,Switzerland,1966,1910,METAL (STEEL & BRASS) CASING & WORKING PARTS/ CARDBOARD INSTRUCTION SHEET AFFIXED TO INSIDE OF LID,EU
Clock,United Kingdom,1966,1675,BRASS AND OTHER METALS; GLASS PANELS IN CASE.,EU
Clock,Canada,1966,1950,"WOODEN CASE HAS GLASS PANELS DOOR; METAL CLOCK FACE, HANDS, WORKS AND PENDULUM.",NA
Clock works,United Kingdom,1966,1719,ALL METAL CONSTRUCTION (INCLUDING BRASS); WOODEN HANDLE ON .3 CRANK; .1 WORKS MOUNTED ON WOODEN BASE; TURNED WOODEN POSTS JOIN FRONT & BACK PANELS OF WORKS CASING; REMAINS OF ROPE VISIBLE INSIDE BOTH DRUMS OF .1,EU
Clock,United Kingdom,1966,1850,METAL CLOCK WORKS & FACE (INCLUDES BRASS; HOUSED IN WOODEN CASE WITH GLASS FRONT & SIDES,EU
"Drive, motor",United States of America,1966,1967,"All metal construction,"" save rubber (?) covered plug and electrical cord covering.",NA
"Paper, sensitized",United States of America,1966,1960,"PAPER STRIPS ARE GLUED AT ONE END, AND BACKED BY CARDBOARD; STORED IN CARDBOARD TUBE WITH METALEND AND METAL SCREW TOP.",NA
Crimper,United States of America,1966,1950,"ALL METAL CONSTRUCTION, WOODEN HAND GRIP",NA
"Announcement system, time",France,1966,1954,Metal & glass construction.,EU
"Announcement system, time",France,1966,1954,Metal & glass construction.,EU
Control unit,France,1966,1954,Metal & glass construction. Some synthetic fittings.,EU
Handcar,United States of America,1966,1940,WOOD WITH METAL WHEELS & HARDWARE/ METAL BAND ON TOP SIDES,NA
"Mirror, projection & drawing",Austria,1966,1970,METAL AND GLASS,EU
Transformer,Canada,1966,1905,METAL AND SYNTHETIC,NA
Relay,United States of America,1966,1970,"RELAYS: GLASS ENVELOPE; SYNTHETIC BASE; METAL, CERAMIC AND SYNTHETIC WORKING PARTS/ BOXES: CARDSTOCK",NA
Relay,United States of America,1966,1970,"RELAY: GLASS ENVELOPE; SYNTHETIC BASE; METAL, CERAMIC AND SYNTHETIC WORKING PARTS/ BOX: CARDSTOCK",NA
"Stylus, disk player",Canada,1966,1960,"METAL, SYNTHETIC, AND DIAMOND STYLI; PLASTIC CASE WITH STYROFOAM PACKING",NA
"Lamp, exciter",Canada,1966,1972,LAMP: GLASS ENVELOPE; METAL BASE; METAL INTERIOR WIRES/ BOX: CARDSTOCK,NA
"Lamp, exciter",Canada,1966,1972,LAMP: GLASS ENVELOPE; METAL BASE; METAL INTERIOR WIRES,NA
"Lamp, exciter",Canada,1966,1972,LAMP: GLASS ENVELOPE; METAL BASE; METAL INTERIOR WIRES,NA
"Lamp, exciter",Canada,1966,1972,LAMP: GLASS ENVELOPE; METAL BASE; METAL INTERIOR WIRES,NA
"Lamp, exciter",Canada,1966,1972,LAMP: GLASS ENVELOPE; METAL BASE; METAL INTERIOR WIRES,NA
"Lamp bulb, incandescent",Canada,1966,1962,BULB: GLASS ENVELOPE; METAL BASE AND WORKING PARTS/ PACKAGE: CARDSTOCK,NA
"Lamp bulb, incandescent",Canada,1966,1962,BULB: GLASS ENVELOPE; METAL BASE AND WORKING PARTS,NA
"Plate, builder's",United States of America,1966,1886,BRASS,NA
"Pass, rail",Canada,1966,1896,CARDSTOCK,NA
"Pass, rail",United States of America,1966,1870,PAPER,NA
Cyclotron,Canada,1966,1947,"METAL, INCLUDING BRASS, ALUMINUM/ SYNTHETIC PARTS & TAPE COVERED PARTS/ GLASS PARTS/ REPLICA MAGNET OF WOOD",NA
Stand,Canada,1966,1947,Metal,NA
Pump,Canada,1966,1947,Metal,NA
Magnet replica,United States of America,1966,1947,Wood,NA
Phase shifter,Canada,1966,1947,Metal,NA
Valve,Canada,1966,1947,metal/ rubber,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
Cyclotron part,Canada,1966,1947,Metal,NA
"Coil, magnetizing",Canada,1966,1970,SYNTHETIC RINGS WITH METAL POSTS; COPPER WIRING; SYNTHETIC COVERED CABLE WITH METAL CONNECTOR AT END; SYNTHETIC ADHESIVE TAPE & PARTS,NA
"Lighting fixture, electric",United States of America,1966,1912,"Glass shade, metal fittings.",NA
"Lighting fixture, electric",United States of America,1966,1912,"Glass shade, metal fittings.",NA
"Lighting fixture, electric",United States of America,1966,1912,"Glass shade, metal fittings.",NA
"Lamp bulb, short arc",United States of America,1966,1970,"GLASS & METAL BULB, ENCLOSED IN SYNTHETIC TUBE",NA
Airplane model,United States of America,1966,1952,"SYNTHETIC MODEL, PROBABLY PLASTIC",NA
"Box, shipping",United States of America,1966,1952,CARDBOARD,NA
Archival collection,Canada,1966,1909,CARD STOCK AND PAPER SCRAPBOOK; PAPER CLIPPINGS; SATIN RIBBONS; STRING BINDING; METAL EYELETS,NA
Hammer,United States of America,1966,1927,"STEEL HAMMER CASING, ALUMINUM HANDLE & NOSE PIECE; SYNTHETIC POWER CORD",NA
Reaper-thresher pickup,Canada,1966,1941,"STEEL, IRON",NA
Reaper,Canada,1966,1878,"FERROUS METAL FRAME, WHEELS, MECHANISMS, PARTS/ WOOD TABLE, ARMS, PARTS",NA
Print,United Kingdom,1966,1857,PAPER PRINT/ WOOD FRAME WITH PAPER BACKING/ GLASS/ METAL HARDWARE,EU
"Can,"" pyrene",Canada,1966,1916,METAL CAN,NA
Lid,Canada,1966,1916,METAL,NA
Matrix,Canada,1966,1947,PAPIER-MACHE.,NA
Matrix,Canada,1966,1947,PAPIER-MACHE.,NA
Matrix,Canada,1966,1947,PAPIER-MACHE.,NA
Iron,Canada,1966,1950,Chrome-plated (?) pressed steel housing and metal sole plate. Synthetic handle & fittings. Rubber cord lift. Fibre-covered cord. Likely copper wiring with asbestos insulation. Synthetic plug with brass prongs.,NA
Iron,Canada,1966,1949,Nickel-plated iron body. Wooden hand grip. Plated steel heel and handle brackets (possibly chrome-plated). Brass mfr.'s plate.,NA
Iron,Canada,1966,1944,"Nickel-plated iron & steel construction save wooden hand grip., synthetic thumb rest, and glass cover over temperature dial.",NA
Iron,Canada,1966,1944,Nickel-plated iron. Steel (sheet metal) handle brackets and plug guard. Wooden hand grip.,NA
Iron,Canada,1966,1927,"Nickel-plated iron and steel construction, save wooden hand grip & synthetic dial fitting.",NA
"Signal, railroad",United States of America,1966,1915,ALL METAL SAVE INSULATED COVERING ON ELECTRICAL CORDS JOINING CONTROL BOX TO ARMS.,NA
Lantern,France,1966,1912,"COPPER, BRASS, TIN, AND OTHER METALS;GLASS LENS.",EU
"Frame, filter",France,1966,1912,BRASS FRAME.,EU
"Saw, shingle",Canada,1966,1890,PREDOMINANTLY METAL (INCLUDING CAST IRON & STEEL) AND WOOD. LEATHERBELTS AND MISC. FITTINGS.,NA
Print,United Kingdom,1966,1934,PAPER/ METAL FRAME & HARDWARE/ GLASS,EU
Clock,Canada,1966,1930,"PLASTIC BODY, STEEL BACK; GLASS CRYSTAL; COPPER WIRE; CLOTH SLEEVE",NA
Drawing,Canada,1966,1970,CARD STOCK; TRANSPARENT PAPER COVERING HINGED AT TOP BY MASKING TAPE,NA
"Helmet, flying",Denmark,1966,1920,LEATHER OUTER SHELL & (DOESKIN?) LINING; METAL BUCKLE IS STEEL & POSSIBLY BRASS; SNAP FASTENERS POSSIBLY BRASS,EU
Binoculars,Canada,1966,1857,METAL (POSSIBLY BRASS); LEATHERETTE; GLASS,NA
"Cap, uniform",Canada,1966,1943,BARATHEA FABRIC (UNIDENTIFIED); LEATHER CHIN STRAP; STEEL CAP BADGE & BUTTONS; FABRIC HAT BAND & LINING (UNIDENTIFIED),NA
"Rack, gasket",United States of America,1966,1930,ALL METAL CONSTRUCTION.,NA
"Ski, airplane",Canada,1966,1941,"WOODEN SKI; STEEL SWIVEL MOUNT, EYELETS, CLAMPS, NAILS & BOLTS; STEEL, ELASTIC & FABRIC CABLES; ALUMINUM STRIPS NAILED TO BOTTOM SKI SURFACE",NA
"Ski, airplane",Canada,1966,1941,"WOODEN SKI; STEEL SWIVEL MOUNT, EYELETS, CLAMPS, NAILS & BOLTS; STEEL, ELASTIC & FABRIC CABLES; ALUMINUM STRIPS NAILED TO BOTTOM SKI SURFACE",NA
"Trainer-simulator, flight",Canada,1966,1957,"WOOD, STEEL, ALUMINUM & RUBBER BODY; PLEXIGLASS CANOPY; SYNTHETIC FABRIC SEATS &STRAPS; PLASTIC & GLASS DIALS & INSTRUMENTS",NA
Uniform,Canada,1966,1956,VENETIAL CLOTH (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); SILK LAPEL FACINGS; METAL BUTTONS; METAL WIRE LETTERING ON SHOULDER INSIGNIA; NYLON RANK BRAID,NA
"Cap, uniform",Canada,1966,1953,BARATHEA FABRIC (UNKNWON) CROWN & PEAK; WOVEN HAT BAND; PATENT LEATHER CHIN STRAP & BUTTONS; LINING IS FABRIC (UNIDENTIFIED); LEATHER & PLASTIC; BADGE IS METAL & FABRIC; PAPER CARD INSIDE CROWN,NA
"Nose, airplane",United Kingdom,1966,1949,ALUMINUM FUSELAGE; STEEL; RUBBER TIRES; PLEXIGLASS WINDSHIELD,EU
"Nose, airplane",Canada,1966,1925,"CEDAR PLANKING & ELM FRAMING; STEEL BOLTS, SCREWS & RIM AROUND OPENING",NA
Manual,Canada,1966,1937,PAPER; LEATHERETTE COVER; METAL POSTS,NA
Certificate,Canada,1966,1948,PAPER,NA
Certificate,Canada,1966,1945,PAPER,NA
"Cap, military wedge",Canada,1966,1944,BARATHEA FABRIC (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); BRASS BADGE & BUTTONS; STEEL HOOK FASTENERS,NA
"Cap, military wedge",Canada,1966,1943,BARATHEA FABRIC (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); BRASS BADGE & BUTTONS; METAL HOOK FASTENERS,NA
Ribbon,Canada,1966,1945,FABRIC RIBBONS;.1 BAR &.2 PIN OF NON-FERROUS METAL,NA
Ribbon,Canada,1966,1945,FABRIC RIBBON; PIN OF NON-FERROUS METAL,NA
"Button, uniform",Canada,1966,1952,BRASS,NA
"Helmet, flying",United States of America,1966,1965,FIBREGLASS SHELL; RUBBER EDGING; FOAM PADDING; METAL FASTENERS; SYNTHETIC FABRIC & LEATHER SUSPENSION LINER,NA
Archival collection,Canada,1966,1921,PAPER,NA
Earphone,Canada,1966,1939,STEEL RECEIVERS & HEAD BAND; PLASTIC RECEIVER HOUSING & PADDING ON HEAD BAND; RUBBER EARPHONE WITH LEATHER CUSHIONS; FABRIC STRAP WITH METAL TIP & BUCKLE FASTENER; FABRIC COVERED METAL CABLE WITH PLASTIC COVERED METAL CONNECTOR & RUBBER SLEEVE,NA
Booklet,France,1966,1917,paper; steel staples,EU
Photograph,Canada,1966,1920,photograph paper mounted on card stock,NA
"Blade, propeller",Canada,1966,1941,aluminum,NA
"Blade,"" propeller",Canada,1966,1940,"birch & spruce blade; cellulose nitrate coating; steel bands at """"hub"""" end; (possibly) aluminum base & plate; steel screws; cloth cushioning under base",NA
"Clock, propeller",Canada,1966,1942,"wood propeller & base with brass or copper leading edge; non-ferrous metal plate & eagle; steel screws; clock face & mechanism predom. glass, metal & plastic; cloth covered electrical cord",NA
Photograph,Canada,1966,1941,photograph paper; wood frame; glass; paper & cardboard backing; steel eyelets & unidentified non-ferrous (likely aluminum) metal wire,NA
Photograph,Canada,1966,1941,photograph paper; wood frame; glass; paper & cardboard backing; steel hanging hardware,NA
Photograph,Canada,1966,1941,photograph paper; wood frame; glass; paper & cardboard backing; steel hanging hardware,NA
Photograph,Canada,1966,1941,photograph paper; wood frame; glass; paper & cardboard backing; steel hanging hardware,NA
Photograph collection,Canada,1966,1943,"paper photographs, card stock pages; cover is leather bound and cloth lined",NA
Photograph collection,Canada,1966,1942,photograph paper; leatherette covered front & back cover; steel screws,NA
Photograph collection,Canada,1966,1943,paper photographs & pages; leather cover; fabric cord fastener,NA
Photograph,Canada,1966,1941,photograph paper; wood frame; glass; paper & cardboard backing; steel hanging hardware,NA
Scrapbook,Canada,1966,1979,paper; leatherette bound cover,NA
Photograph,Canada,1966,1927,photograph paper; glass; plastic frame; steel connectors & hanging hardware; unidentified backing,NA
Photograph,Canada,1966,1976,"paper photograph, border & backing; ; glass; wood frame; steel hanging hardware",NA
Photograph,Canada,1966,1940,paper photograph & backing; card stock matte; glazed; wooden frame; steel hanging hardware,NA
Photograph,Canada,1966,1943,paper photograph; glazed; wooden frame; card stock backing; steel hanging hardware; aluminum wedge fasteners,NA
"Heater, engine",United States of America,1966,1942,Metal with rubber hose,NA
"Plate, printing",Canada,1966,1921,wood block; metal (copper ?) plate; paper backing,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate; paper backing,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate; paper backing,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate; paper backing,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate; paper backing,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate,NA
"Plate, printing",Canada,1966,1921,wood block; metal plate; paper backing,NA
